movement_id,product_id,movement_date,movement_type,quantity_change,reference_type,reference_id
MOV-0005337,PRD-0032,2025-04-09,SALE,-2,Order,ORD-001728
MOV-0005338,PRD-0037,2025-04-09,SALE,-6,Order,ORD-001728
MOV-0005339,PRD-0009,2026-06-14,SALE,-5,Order,ORD-001729
MOV-0005340,PRD-0006,2026-06-14,SALE,-12,Order,ORD-001729
MOV-0005341,PRD-0033,2026-06-14,SALE,-9,Order,ORD-001729
MOV-0005342,PRD-0056,2025-05-13,SALE,-13,Order,ORD-001730
MOV-0005343,PRD-0017,2025-05-13,SALE,-6,Order,ORD-001730
MOV-0005344,PRD-0066,2025-05-13,SALE,-47,Order,ORD-001730
MOV-0005345,PRD-0034,2025-05-13,SALE,-16,Order,ORD-001730
MOV-0005346,PRD-0037,2026-01-13,SALE,-8,Order,ORD-001731
MOV-0005347,PRD-0055,2026-01-13,SALE,-7,Order,ORD-001731
MOV-0005348,PRD-0007,2026-01-13,SALE,-2,Order,ORD-001731
MOV-0005349,PRD-0048,2026-08-09,SALE,-12,Order,ORD-001732
MOV-0005350,PRD-0005,2026-08-09,SALE,-8,Order,ORD-001732
MOV-0005351,PRD-0064,2026-08-09,SALE,-8,Order,ORD-001732
MOV-0005352,PRD-0033,2026-08-09,SALE,-10,Order,ORD-001732
MOV-0005353,PRD-0027,2026-08-09,SALE,-51,Order,ORD-001732
MOV-0005354,PRD-0007,2026-08-09,SALE,-12,Order,ORD-001732
MOV-0005355,PRD-0005,2026-08-31,SALE,-42,Order,ORD-001733
MOV-0005356,PRD-0053,2026-08-31,SALE,-10,Order,ORD-001733
MOV-0005357,PRD-0034,2026-08-31,SALE,-6,Order,ORD-001733
MOV-0005358,PRD-0036,2026-08-31,SALE,-6,Order,ORD-001733
MOV-0005359,PRD-0069,2026-08-31,SALE,-19,Order,ORD-001733
MOV-0005360,PRD-0052,2026-08-31,SALE,-6,Order,ORD-001733
MOV-0005361,PRD-0021,2026-05-03,SALE,-19,Order,ORD-001734
MOV-0005362,PRD-0005,2026-05-03,SALE,-25,Order,ORD-001734
MOV-0005363,PRD-0045,2026-05-03,SALE,-41,Order,ORD-001734
MOV-0005364,PRD-0020,2026-05-03,SALE,-3,Order,ORD-001734
MOV-0005365,PRD-0032,2026-05-03,SALE,-9,Order,ORD-001734
MOV-0005366,PRD-0013,2026-05-03,SALE,-34,Order,ORD-001734
MOV-0005367,PRD-0016,2026-05-03,SALE,-13,Order,ORD-001734
MOV-0005368,PRD-0021,2026-04-07,SALE,-3,Order,ORD-001735
MOV-0005369,PRD-0011,2026-04-07,SALE,-3,Order,ORD-001735
MOV-0005370,PRD-0069,2026-03-07,SALE,-4,Order,ORD-001736
MOV-0005371,PRD-0007,2026-03-07,SALE,-2,Order,ORD-001736
MOV-0005372,PRD-0006,2026-06-03,SALE,-15,Order,ORD-001737
MOV-0005373,PRD-0032,2026-06-03,SALE,-4,Order,ORD-001737
MOV-0005374,PRD-0069,2026-06-03,SALE,-7,Order,ORD-001737
MOV-0005375,PRD-0034,2026-06-03,SALE,-15,Order,ORD-001737
MOV-0005376,PRD-0070,2026-06-03,SALE,-18,Order,ORD-001737
MOV-0005377,PRD-0017,2026-06-03,SALE,-7,Order,ORD-001737
MOV-0005378,PRD-0034,2026-07-04,SALE,-15,Order,ORD-001738
MOV-0005379,PRD-0004,2026-07-04,SALE,-25,Order,ORD-001738
MOV-0005380,PRD-0069,2026-07-04,SALE,-10,Order,ORD-001738
MOV-0005381,PRD-0056,2026-07-04,SALE,-7,Order,ORD-001738
MOV-0005382,PRD-0058,2026-07-04,SALE,-10,Order,ORD-001738
MOV-0005383,PRD-0021,2026-08-03,SALE,-8,Order,ORD-001740
MOV-0005384,PRD-0045,2026-08-03,SALE,-22,Order,ORD-001740
MOV-0005385,PRD-0016,2026-03-20,SALE,-11,Order,ORD-001741
MOV-0005386,PRD-0038,2026-03-20,SALE,-11,Order,ORD-001741
MOV-0005387,PRD-0011,2026-03-20,SALE,-9,Order,ORD-001741
MOV-0005388,PRD-0005,2026-03-20,SALE,-25,Order,ORD-001741
MOV-0005389,PRD-0030,2026-02-08,SALE,-7,Order,ORD-001742
MOV-0005390,PRD-0070,2026-05-23,SALE,-33,Order,ORD-001743
MOV-0005391,PRD-0045,2026-05-23,SALE,-46,Order,ORD-001743
MOV-0005392,PRD-0029,2026-05-23,SALE,-7,Order,ORD-001743
MOV-0005393,PRD-0048,2026-05-23,SALE,-20,Order,ORD-001743
MOV-0005394,PRD-0028,2026-05-23,SALE,-46,Order,ORD-001743
MOV-0005395,PRD-0063,2026-05-23,SALE,-76,Order,ORD-001743
MOV-0005396,PRD-0027,2026-05-23,SALE,-26,Order,ORD-001743
MOV-0005397,PRD-0053,2025-06-08,SALE,-2,Order,ORD-001744
MOV-0005398,PRD-0063,2025-06-08,SALE,-19,Order,ORD-001744
MOV-0005399,PRD-0005,2025-06-08,SALE,-6,Order,ORD-001744
MOV-0005400,PRD-0069,2025-06-08,SALE,-2,Order,ORD-001744
MOV-0005401,PRD-0027,2025-06-08,SALE,-11,Order,ORD-001744
MOV-0005402,PRD-0060,2025-06-08,SALE,-11,Order,ORD-001744
MOV-0005403,PRD-0007,2025-11-09,SALE,-12,Order,ORD-001745
MOV-0005404,PRD-0036,2025-11-09,SALE,-15,Order,ORD-001745
MOV-0005405,PRD-0045,2025-11-09,SALE,-34,Order,ORD-001745
MOV-0005406,PRD-0053,2025-11-09,SALE,-15,Order,ORD-001745
MOV-0005407,PRD-0028,2026-07-16,SALE,-11,Order,ORD-001746
MOV-0005408,PRD-0069,2026-07-16,SALE,-6,Order,ORD-001746
MOV-0005409,PRD-0046,2026-02-06,SALE,-11,Order,ORD-001747
MOV-0005410,PRD-0058,2026-02-06,SALE,-4,Order,ORD-001747
MOV-0005411,PRD-0060,2026-02-06,SALE,-6,Order,ORD-001747
MOV-0005412,PRD-0036,2026-02-16,SALE,-1,Order,ORD-001748
MOV-0005413,PRD-0069,2026-02-16,SALE,-5,Order,ORD-001748
MOV-0005414,PRD-0063,2026-06-29,SALE,-25,Order,ORD-001749
MOV-0005415,PRD-0053,2026-06-29,SALE,-7,Order,ORD-001749
MOV-0005416,PRD-0022,2026-06-29,SALE,-4,Order,ORD-001749
MOV-0005417,PRD-0030,2026-06-29,SALE,-12,Order,ORD-001749
MOV-0005418,PRD-0009,2026-06-29,SALE,-8,Order,ORD-001749
MOV-0005419,PRD-0016,2026-05-02,SALE,-11,Order,ORD-001750
MOV-0005420,PRD-0048,2026-05-02,SALE,-4,Order,ORD-001750
MOV-0005421,PRD-0040,2026-05-02,SALE,-4,Order,ORD-001750
MOV-0005422,PRD-0028,2026-05-02,SALE,-11,Order,ORD-001750
MOV-0005423,PRD-0066,2026-05-02,SALE,-11,Order,ORD-001750
MOV-0005424,PRD-0069,2026-05-02,SALE,-7,Order,ORD-001750
MOV-0005425,PRD-0027,2026-05-02,SALE,-26,Order,ORD-001750
MOV-0005426,PRD-0032,2025-07-19,SALE,-6,Order,ORD-001752
MOV-0005427,PRD-0008,2025-07-19,SALE,-8,Order,ORD-001752
MOV-0005428,PRD-0016,2025-08-13,SALE,-7,Order,ORD-001753
MOV-0005429,PRD-0030,2025-08-13,SALE,-11,Order,ORD-001753
MOV-0005430,PRD-0050,2025-08-06,SALE,-23,Order,ORD-001754
MOV-0005431,PRD-0023,2025-08-06,SALE,-8,Order,ORD-001754
MOV-0005432,PRD-0045,2025-08-06,SALE,-50,Order,ORD-001754
MOV-0005433,PRD-0066,2025-08-06,SALE,-35,Order,ORD-001754
MOV-0005434,PRD-0009,2025-08-06,SALE,-8,Order,ORD-001754
MOV-0005435,PRD-0032,2025-08-06,SALE,-12,Order,ORD-001754
MOV-0005436,PRD-0032,2025-06-25,SALE,-2,Order,ORD-001755
MOV-0005437,PRD-0049,2025-06-25,SALE,-34,Order,ORD-001755
MOV-0005438,PRD-0034,2025-06-25,SALE,-2,Order,ORD-001755
MOV-0005439,PRD-0033,2025-06-25,SALE,-15,Order,ORD-001755
MOV-0005440,PRD-0027,2025-06-25,SALE,-15,Order,ORD-001755
MOV-0005441,PRD-0038,2026-03-14,SALE,-7,Order,ORD-001756
MOV-0005442,PRD-0066,2026-03-14,SALE,-13,Order,ORD-001756
MOV-0005443,PRD-0047,2026-03-14,SALE,-9,Order,ORD-001756
MOV-0005444,PRD-0005,2026-08-22,SALE,-13,Order,ORD-001758
MOV-0005445,PRD-0024,2026-08-22,SALE,-7,Order,ORD-001758
MOV-0005446,PRD-0045,2026-08-22,SALE,-14,Order,ORD-001758
MOV-0005447,PRD-0016,2026-08-22,SALE,-4,Order,ORD-001758
MOV-0005448,PRD-0007,2026-08-22,SALE,-1,Order,ORD-001758
MOV-0005449,PRD-0058,2026-06-21,SALE,-8,Order,ORD-001759
MOV-0005450,PRD-0066,2026-06-21,SALE,-8,Order,ORD-001759
MOV-0005451,PRD-0049,2025-11-26,SALE,-10,Order,ORD-001760
MOV-0005452,PRD-0031,2025-11-26,SALE,-17,Order,ORD-001760
MOV-0005453,PRD-0027,2025-11-26,SALE,-24,Order,ORD-001760
MOV-0005454,PRD-0045,2025-11-26,SALE,-14,Order,ORD-001760
MOV-0005455,PRD-0069,2025-11-26,SALE,-12,Order,ORD-001760
MOV-0005456,PRD-0024,2025-08-26,SALE,-55,Order,ORD-001761
MOV-0005457,PRD-0053,2025-08-26,SALE,-11,Order,ORD-001761
MOV-0005458,PRD-0045,2025-08-26,SALE,-28,Order,ORD-001761
MOV-0005459,PRD-0043,2026-07-16,SALE,-2,Order,ORD-001763
MOV-0005460,PRD-0052,2026-07-16,SALE,-1,Order,ORD-001763
MOV-0005461,PRD-0066,2026-07-16,SALE,-6,Order,ORD-001763
MOV-0005462,PRD-0003,2026-03-02,SALE,-4,Order,ORD-001764
MOV-0005463,PRD-0063,2026-03-02,SALE,-47,Order,ORD-001764
MOV-0005464,PRD-0045,2026-03-02,SALE,-51,Order,ORD-001764
MOV-0005465,PRD-0025,2026-03-02,SALE,-11,Order,ORD-001764
MOV-0005466,PRD-0023,2026-03-02,SALE,-7,Order,ORD-001764
MOV-0005467,PRD-0038,2025-09-29,SALE,-4,Order,ORD-001765
MOV-0005468,PRD-0004,2025-09-29,SALE,-11,Order,ORD-001765
MOV-0005469,PRD-0033,2025-09-29,SALE,-7,Order,ORD-001765
MOV-0005470,PRD-0034,2025-09-29,SALE,-21,Order,ORD-001765
MOV-0005471,PRD-0037,2025-09-29,SALE,-67,Order,ORD-001765
MOV-0005472,PRD-0052,2025-09-29,SALE,-11,Order,ORD-001765
MOV-0005473,PRD-0022,2025-09-29,SALE,-7,Order,ORD-001765
MOV-0005474,PRD-0058,2026-08-10,SALE,-1,Order,ORD-001766
MOV-0005475,PRD-0038,2026-08-10,SALE,-1,Order,ORD-001766
MOV-0005476,PRD-0005,2026-08-10,SALE,-9,Order,ORD-001766
MOV-0005477,PRD-0034,2026-08-10,SALE,-3,Order,ORD-001766
MOV-0005478,PRD-0050,2026-08-10,SALE,-4,Order,ORD-001766
MOV-0005479,PRD-0034,2025-05-12,SALE,-5,Order,ORD-001767
MOV-0005480,PRD-0013,2025-05-12,SALE,-15,Order,ORD-001767
MOV-0005481,PRD-0065,2025-04-02,SALE,-35,Order,ORD-001770
MOV-0005482,PRD-0066,2025-04-02,SALE,-35,Order,ORD-001770
MOV-0005483,PRD-0052,2025-04-02,SALE,-12,Order,ORD-001770
MOV-0005484,PRD-0009,2025-03-08,SALE,-4,Order,ORD-001771
MOV-0005485,PRD-0040,2025-03-08,SALE,-8,Order,ORD-001771
MOV-0005486,PRD-0069,2025-03-08,SALE,-8,Order,ORD-001771
MOV-0005487,PRD-0066,2025-03-08,SALE,-18,Order,ORD-001771
MOV-0005488,PRD-0034,2026-04-17,SALE,-5,Order,ORD-001774
MOV-0005489,PRD-0013,2026-06-25,SALE,-25,Order,ORD-001775
MOV-0005490,PRD-0033,2026-06-25,SALE,-6,Order,ORD-001775
MOV-0005491,PRD-0064,2026-06-25,SALE,-8,Order,ORD-001775
MOV-0005492,PRD-0009,2025-07-22,SALE,-2,Order,ORD-001776
MOV-0005493,PRD-0021,2025-07-22,SALE,-2,Order,ORD-001776
MOV-0005494,PRD-0037,2025-07-22,SALE,-36,Order,ORD-001776
MOV-0005495,PRD-0033,2025-07-22,SALE,-2,Order,ORD-001776
MOV-0005496,PRD-0060,2025-07-22,SALE,-6,Order,ORD-001776
MOV-0005497,PRD-0034,2026-01-27,SALE,-4,Order,ORD-001778
MOV-0005498,PRD-0031,2026-01-27,SALE,-19,Order,ORD-001778
MOV-0005499,PRD-0043,2026-01-27,SALE,-16,Order,ORD-001778
MOV-0005500,PRD-0036,2025-08-19,SALE,-15,Order,ORD-001779
MOV-0005501,PRD-0063,2025-08-19,SALE,-69,Order,ORD-001779
MOV-0005502,PRD-0064,2025-08-19,SALE,-15,Order,ORD-001779
MOV-0005503,PRD-0022,2025-08-19,SALE,-4,Order,ORD-001779
MOV-0005504,PRD-0009,2025-08-19,SALE,-15,Order,ORD-001779
MOV-0005505,PRD-0037,2026-05-01,SALE,-50,Order,ORD-001781
MOV-0005506,PRD-0048,2026-05-01,SALE,-14,Order,ORD-001781
MOV-0005507,PRD-0005,2026-05-01,SALE,-33,Order,ORD-001781
MOV-0005508,PRD-0069,2026-05-01,SALE,-14,Order,ORD-001781
MOV-0005509,PRD-0037,2026-04-06,SALE,-12,Order,ORD-001782
MOV-0005510,PRD-0021,2026-04-06,SALE,-10,Order,ORD-001782
MOV-0005511,PRD-0066,2026-04-06,SALE,-24,Order,ORD-001782
MOV-0005512,PRD-0034,2026-04-06,SALE,-8,Order,ORD-001782
MOV-0005513,PRD-0007,2026-04-06,SALE,-6,Order,ORD-001782
MOV-0005514,PRD-0046,2026-04-06,SALE,-4,Order,ORD-001782
MOV-0005515,PRD-0017,2026-04-06,SALE,-6,Order,ORD-001782
MOV-0005516,PRD-0040,2025-12-27,SALE,-7,Order,ORD-001785
MOV-0005517,PRD-0004,2025-12-27,SALE,-13,Order,ORD-001785
MOV-0005518,PRD-0005,2025-12-27,SALE,-11,Order,ORD-001785
MOV-0005519,PRD-0048,2025-12-27,SALE,-7,Order,ORD-001785
MOV-0005520,PRD-0013,2025-12-27,SALE,-35,Order,ORD-001785
MOV-0005521,PRD-0045,2025-04-02,SALE,-12,Order,ORD-001786
MOV-0005522,PRD-0011,2025-07-13,SALE,-10,Order,ORD-001787
MOV-0005523,PRD-0007,2025-07-13,SALE,-6,Order,ORD-001787
MOV-0005524,PRD-0066,2025-09-24,SALE,-23,Order,ORD-001788
MOV-0005525,PRD-0007,2025-09-24,SALE,-2,Order,ORD-001788
MOV-0005526,PRD-0045,2025-09-24,SALE,-12,Order,ORD-001788
MOV-0005527,PRD-0049,2025-09-24,SALE,-10,Order,ORD-001788
MOV-0005528,PRD-0037,2025-09-24,SALE,-49,Order,ORD-001788
MOV-0005529,PRD-0011,2025-08-16,SALE,-7,Order,ORD-001789
MOV-0005530,PRD-0016,2025-08-16,SALE,-1,Order,ORD-001789
MOV-0005531,PRD-0006,2025-08-16,SALE,-3,Order,ORD-001789
MOV-0005532,PRD-0005,2025-08-16,SALE,-14,Order,ORD-001789
MOV-0005533,PRD-0060,2025-08-16,SALE,-1,Order,ORD-001789
MOV-0005534,PRD-0030,2025-09-15,SALE,-28,Order,ORD-001790
MOV-0005535,PRD-0067,2025-09-15,SALE,-36,Order,ORD-001790
MOV-0005536,PRD-0053,2025-09-15,SALE,-8,Order,ORD-001790
MOV-0005537,PRD-0066,2025-09-15,SALE,-44,Order,ORD-001790
MOV-0005538,PRD-0052,2025-09-15,SALE,-8,Order,ORD-001790
MOV-0005539,PRD-0066,2026-07-27,SALE,-21,Order,ORD-001791
MOV-0005540,PRD-0040,2026-07-27,SALE,-6,Order,ORD-001791
MOV-0005541,PRD-0037,2026-07-27,SALE,-74,Order,ORD-001791
MOV-0005542,PRD-0027,2026-07-27,SALE,-55,Order,ORD-001791
MOV-0005543,PRD-0044,2026-07-27,SALE,-58,Order,ORD-001791
MOV-0005544,PRD-0069,2026-07-27,SALE,-12,Order,ORD-001791
MOV-0005545,PRD-0034,2026-07-30,SALE,-4,Order,ORD-001792
MOV-0005546,PRD-0027,2026-07-30,SALE,-17,Order,ORD-001792
MOV-0005547,PRD-0053,2026-07-30,SALE,-4,Order,ORD-001792
MOV-0005548,PRD-0016,2026-07-30,SALE,-4,Order,ORD-001792
MOV-0005549,PRD-0066,2026-07-30,SALE,-32,Order,ORD-001792
MOV-0005550,PRD-0058,2026-02-17,SALE,-13,Order,ORD-001793
MOV-0005551,PRD-0034,2026-02-17,SALE,-15,Order,ORD-001793
MOV-0005552,PRD-0064,2026-02-17,SALE,-10,Order,ORD-001793
MOV-0005553,PRD-0033,2026-07-04,SALE,-9,Order,ORD-001794
MOV-0005554,PRD-0021,2026-07-04,SALE,-9,Order,ORD-001794
MOV-0005555,PRD-0025,2026-07-04,SALE,-13,Order,ORD-001794
MOV-0005556,PRD-0007,2026-04-26,SALE,-10,Order,ORD-001795
MOV-0005557,PRD-0051,2026-04-26,SALE,-28,Order,ORD-001795
MOV-0005558,PRD-0037,2025-05-03,SALE,-58,Order,ORD-001796
MOV-0005559,PRD-0056,2025-05-03,SALE,-3,Order,ORD-001796
MOV-0005560,PRD-0066,2025-05-03,SALE,-24,Order,ORD-001796
MOV-0005561,PRD-0033,2026-08-10,SALE,-4,Order,ORD-001797
MOV-0005562,PRD-0044,2026-08-10,SALE,-33,Order,ORD-001797
MOV-0005563,PRD-0067,2026-08-10,SALE,-25,Order,ORD-001797
MOV-0005564,PRD-0054,2025-12-29,SALE,-14,Order,ORD-001798
MOV-0005565,PRD-0045,2026-02-12,SALE,-33,Order,ORD-001799
MOV-0005566,PRD-0050,2026-02-12,SALE,-33,Order,ORD-001799
MOV-0005567,PRD-0054,2026-05-01,SALE,-24,Order,ORD-001800
MOV-0005568,PRD-0034,2026-05-01,SALE,-4,Order,ORD-001800
MOV-0005569,PRD-0007,2026-05-01,SALE,-5,Order,ORD-001800
MOV-0005570,PRD-0016,2026-05-01,SALE,-5,Order,ORD-001800
MOV-0005571,PRD-0005,2026-05-01,SALE,-9,Order,ORD-001800
MOV-0005572,PRD-0060,2026-05-01,SALE,-4,Order,ORD-001800
MOV-0005573,PRD-0023,2025-12-01,SALE,-7,Order,ORD-001801
MOV-0005574,PRD-0032,2026-05-08,SALE,-2,Order,ORD-001803
MOV-0005575,PRD-0069,2026-05-08,SALE,-3,Order,ORD-001803
MOV-0005576,PRD-0030,2025-09-23,SALE,-6,Order,ORD-001804
MOV-0005577,PRD-0058,2025-09-23,SALE,-9,Order,ORD-001804
MOV-0005578,PRD-0053,2025-09-23,SALE,-8,Order,ORD-001804
MOV-0005579,PRD-0005,2025-09-23,SALE,-24,Order,ORD-001804
MOV-0005580,PRD-0069,2025-09-23,SALE,-3,Order,ORD-001804
MOV-0005581,PRD-0032,2026-02-27,SALE,-13,Order,ORD-001805
MOV-0005582,PRD-0066,2026-02-27,SALE,-22,Order,ORD-001805
MOV-0005583,PRD-0004,2026-02-27,SALE,-11,Order,ORD-001805
MOV-0005584,PRD-0019,2026-02-27,SALE,-20,Order,ORD-001805
MOV-0005585,PRD-0060,2026-02-27,SALE,-4,Order,ORD-001805
MOV-0005586,PRD-0022,2026-02-27,SALE,-9,Order,ORD-001805
MOV-0005587,PRD-0061,2025-11-29,SALE,-25,Order,ORD-001806
MOV-0005588,PRD-0050,2025-11-29,SALE,-47,Order,ORD-001806
MOV-0005589,PRD-0023,2026-04-18,SALE,-9,Order,ORD-001807
MOV-0005590,PRD-0005,2026-04-18,SALE,-27,Order,ORD-001807
MOV-0005591,PRD-0044,2026-04-18,SALE,-27,Order,ORD-001807
MOV-0005592,PRD-0014,2026-04-18,SALE,-9,Order,ORD-001807
MOV-0005593,PRD-0021,2026-04-18,SALE,-7,Order,ORD-001807
MOV-0005594,PRD-0045,2025-06-05,SALE,-32,Order,ORD-001808
MOV-0005595,PRD-0013,2025-06-05,SALE,-42,Order,ORD-001808
MOV-0005596,PRD-0009,2025-10-04,SALE,-3,Order,ORD-001809
MOV-0005597,PRD-0013,2025-10-04,SALE,-19,Order,ORD-001809
MOV-0005598,PRD-0016,2025-10-04,SALE,-11,Order,ORD-001809
MOV-0005599,PRD-0005,2025-10-04,SALE,-31,Order,ORD-001809
MOV-0005600,PRD-0048,2025-10-04,SALE,-11,Order,ORD-001809
MOV-0005601,PRD-0027,2025-10-04,SALE,-36,Order,ORD-001809
MOV-0005602,PRD-0008,2025-10-04,SALE,-6,Order,ORD-001809
MOV-0005603,PRD-0027,2026-07-11,SALE,-7,Order,ORD-001810
MOV-0005604,PRD-0057,2026-07-11,SALE,-7,Order,ORD-001810
MOV-0005605,PRD-0009,2026-07-11,SALE,-7,Order,ORD-001810
MOV-0005606,PRD-0069,2025-07-09,SALE,-4,Order,ORD-001811
MOV-0005607,PRD-0022,2025-07-09,SALE,-19,Order,ORD-001811
MOV-0005608,PRD-0059,2025-07-09,SALE,-23,Order,ORD-001811
MOV-0005609,PRD-0005,2025-07-09,SALE,-26,Order,ORD-001811
MOV-0005610,PRD-0053,2025-07-09,SALE,-19,Order,ORD-001811
MOV-0005611,PRD-0034,2025-07-09,SALE,-8,Order,ORD-001811
MOV-0005612,PRD-0056,2025-03-14,SALE,-2,Order,ORD-001812
MOV-0005613,PRD-0045,2025-03-14,SALE,-9,Order,ORD-001812
MOV-0005614,PRD-0032,2025-03-14,SALE,-14,Order,ORD-001812
MOV-0005615,PRD-0003,2025-03-14,SALE,-2,Order,ORD-001812
MOV-0005616,PRD-0058,2025-04-21,SALE,-14,Order,ORD-001813
MOV-0005617,PRD-0053,2025-04-21,SALE,-21,Order,ORD-001813
MOV-0005618,PRD-0032,2025-04-21,SALE,-4,Order,ORD-001813
MOV-0005619,PRD-0022,2025-04-21,SALE,-21,Order,ORD-001813
MOV-0005620,PRD-0001,2025-04-21,SALE,-14,Order,ORD-001813
MOV-0005621,PRD-0064,2025-04-21,SALE,-7,Order,ORD-001813
MOV-0005622,PRD-0005,2025-04-21,SALE,-32,Order,ORD-001813
MOV-0005623,PRD-0069,2025-06-14,SALE,-20,Order,ORD-001814
MOV-0005624,PRD-0047,2025-06-14,SALE,-13,Order,ORD-001814
MOV-0005625,PRD-0053,2025-06-09,SALE,-13,Order,ORD-001815
MOV-0005626,PRD-0014,2025-06-09,SALE,-15,Order,ORD-001815
MOV-0005627,PRD-0034,2025-06-09,SALE,-3,Order,ORD-001815
MOV-0005628,PRD-0003,2025-10-23,SALE,-8,Order,ORD-001816
MOV-0005629,PRD-0013,2026-02-20,SALE,-14,Order,ORD-001817
MOV-0005630,PRD-0042,2026-02-20,SALE,-5,Order,ORD-001817
MOV-0005631,PRD-0021,2025-10-05,SALE,-10,Order,ORD-001818
MOV-0005632,PRD-0053,2025-10-05,SALE,-5,Order,ORD-001818
MOV-0005633,PRD-0027,2025-10-05,SALE,-57,Order,ORD-001818
MOV-0005634,PRD-0009,2025-10-05,SALE,-10,Order,ORD-001818
MOV-0005635,PRD-0014,2025-10-05,SALE,-5,Order,ORD-001818
MOV-0005636,PRD-0060,2026-06-20,SALE,-6,Order,ORD-001819
MOV-0005637,PRD-0067,2026-06-20,SALE,-30,Order,ORD-001819
MOV-0005638,PRD-0050,2026-06-20,SALE,-8,Order,ORD-001819
MOV-0005639,PRD-0045,2025-07-05,SALE,-19,Order,ORD-001820
MOV-0005640,PRD-0037,2025-07-05,SALE,-67,Order,ORD-001820
MOV-0005641,PRD-0004,2025-07-05,SALE,-28,Order,ORD-001820
MOV-0005642,PRD-0038,2025-07-05,SALE,-8,Order,ORD-001820
MOV-0005643,PRD-0013,2026-01-07,SALE,-29,Order,ORD-001821
MOV-0005644,PRD-0034,2026-01-07,SALE,-7,Order,ORD-001821
MOV-0005645,PRD-0005,2026-01-07,SALE,-22,Order,ORD-001821
MOV-0005646,PRD-0004,2026-03-30,SALE,-36,Order,ORD-001823
MOV-0005647,PRD-0005,2026-03-30,SALE,-33,Order,ORD-001823
MOV-0005648,PRD-0037,2026-03-30,SALE,-29,Order,ORD-001823
MOV-0005649,PRD-0017,2026-01-14,SALE,-2,Order,ORD-001825
MOV-0005650,PRD-0045,2026-01-14,SALE,-27,Order,ORD-001825
MOV-0005651,PRD-0057,2026-01-14,SALE,-6,Order,ORD-001825
MOV-0005652,PRD-0037,2026-01-14,SALE,-16,Order,ORD-001825
MOV-0005653,PRD-0036,2025-12-15,SALE,-5,Order,ORD-001826
MOV-0005654,PRD-0003,2025-12-01,SALE,-1,Order,ORD-001827
MOV-0005655,PRD-0032,2025-12-15,SALE,-1,Order,ORD-001828
MOV-0005656,PRD-0064,2026-02-01,SALE,-2,Order,ORD-001830
MOV-0005657,PRD-0035,2026-06-16,SALE,-12,Order,ORD-001831
MOV-0005658,PRD-0043,2026-06-16,SALE,-15,Order,ORD-001831
MOV-0005659,PRD-0070,2026-06-16,SALE,-30,Order,ORD-001831
MOV-0005660,PRD-0009,2026-06-16,SALE,-9,Order,ORD-001831
MOV-0005661,PRD-0021,2026-06-16,SALE,-9,Order,ORD-001831
MOV-0005662,PRD-0045,2026-06-16,SALE,-39,Order,ORD-001831
MOV-0005663,PRD-0009,2025-11-28,SALE,-16,Order,ORD-001832
MOV-0005664,PRD-0011,2025-11-28,SALE,-8,Order,ORD-001832
MOV-0005665,PRD-0043,2025-11-28,SALE,-20,Order,ORD-001832
MOV-0005666,PRD-0017,2025-12-30,SALE,-7,Order,ORD-001833
MOV-0005667,PRD-0043,2025-12-30,SALE,-4,Order,ORD-001833
MOV-0005668,PRD-0032,2026-04-23,SALE,-25,Order,ORD-001834
MOV-0005669,PRD-0048,2026-04-23,SALE,-20,Order,ORD-001834
MOV-0005670,PRD-0007,2026-04-23,SALE,-25,Order,ORD-001834
MOV-0005671,PRD-0061,2026-04-23,SALE,-61,Order,ORD-001834
MOV-0005672,PRD-0036,2026-04-23,SALE,-20,Order,ORD-001834
MOV-0005673,PRD-0017,2026-04-23,SALE,-25,Order,ORD-001834
MOV-0005674,PRD-0066,2026-04-23,SALE,-20,Order,ORD-001834
MOV-0005675,PRD-0056,2025-11-26,SALE,-4,Order,ORD-001835
MOV-0005676,PRD-0033,2025-11-26,SALE,-5,Order,ORD-001835
MOV-0005677,PRD-0022,2025-11-26,SALE,-6,Order,ORD-001835
MOV-0005678,PRD-0017,2025-03-11,SALE,-9,Order,ORD-001837
MOV-0005679,PRD-0034,2026-02-23,SALE,-3,Order,ORD-001838
MOV-0005680,PRD-0054,2026-02-23,SALE,-9,Order,ORD-001838
MOV-0005681,PRD-0066,2026-02-23,SALE,-12,Order,ORD-001838
MOV-0005682,PRD-0036,2025-11-11,SALE,-4,Order,ORD-001839
MOV-0005683,PRD-0033,2025-11-11,SALE,-1,Order,ORD-001839
MOV-0005684,PRD-0064,2025-11-11,SALE,-5,Order,ORD-001839
MOV-0005685,PRD-0005,2025-10-23,SALE,-23,Order,ORD-001840
MOV-0005686,PRD-0034,2025-10-23,SALE,-13,Order,ORD-001840
MOV-0005687,PRD-0003,2025-10-23,SALE,-2,Order,ORD-001840
MOV-0005688,PRD-0007,2025-10-23,SALE,-8,Order,ORD-001840
MOV-0005689,PRD-0070,2025-11-04,SALE,-5,Order,ORD-001841
MOV-0005690,PRD-0049,2025-11-04,SALE,-9,Order,ORD-001841
MOV-0005691,PRD-0052,2025-11-04,SALE,-2,Order,ORD-001841
MOV-0005692,PRD-0045,2025-12-07,SALE,-27,Order,ORD-001842
MOV-0005693,PRD-0005,2025-12-07,SALE,-22,Order,ORD-001842
MOV-0005694,PRD-0066,2025-12-07,SALE,-35,Order,ORD-001842
