order_id,customer_id,order_date,required_date,shipped_date,delivered_date,order_status,sales_channel,payment_terms_days,subtotal,tax_amount,shipping_amount,total_amount,total_cost,gross_profit,delivery_status,delivery_delay_days,delivery_lead_time_days,is_overdue_open_order
ORD-001254,CUS-0120,2026-02-24,2026-03-10,2026-03-03,2026-03-08,Delivered,Phone / WhatsApp,30,2866067.5,515892.15,0.0,3381959.65,2145100.0,720967.5,On Time,0,12.0,False
ORD-001255,CUS-0016,2026-04-01,2026-04-07,2026-04-05,2026-04-07,Delivered,Corporate Account,45,422715.0,76088.7,0.0,498803.7,323650.0,99065.0,On Time,0,6.0,False
ORD-001256,CUS-0084,2025-05-01,2025-05-06,2025-05-07,2025-05-09,Delivered,Corporate Account,30,1253775.0,225679.5,0.0,1479454.5,938700.0,315075.0,Delayed,3,8.0,False
ORD-001257,CUS-0094,2025-11-22,2025-12-04,2025-11-24,2025-11-27,Delivered,Corporate Account,45,3125425.0,562576.5,0.0,3688001.5,2354800.0,770625.0,On Time,0,5.0,False
ORD-001258,CUS-0051,2026-01-08,2026-01-21,2026-01-13,2026-01-17,Delivered,Tender,30,692070.0,124572.6,0.0,816642.6,510650.0,181420.0,On Time,0,9.0,False
ORD-001259,CUS-0044,2026-08-08,2026-08-15,2026-08-14,2026-08-19,Delivered,Corporate Account,60,2263817.5,407487.15,0.0,2671304.65,1674900.0,588917.5,Delayed,4,11.0,False
ORD-001260,CUS-0098,2026-03-31,2026-04-07,2026-04-03,2026-04-04,Delivered,Tender,45,775452.5,139581.45,0.0,915033.95,594450.0,181002.5,On Time,0,4.0,False
ORD-001261,CUS-0056,2025-12-07,2025-12-18,2025-12-09,2025-12-12,Delivered,Corporate Account,45,882600.0,158868.0,0.0,1041468.0,628850.0,253750.0,On Time,0,5.0,False
ORD-001262,CUS-0036,2026-05-09,2026-05-15,,,Cancelled,Website,45,467175.0,84091.5,0.0,551266.5,298100.0,169075.0,Cancelled,0,,False
ORD-001263,CUS-0063,2025-12-16,2025-12-29,2025-12-21,2025-12-26,Delivered,Corporate Account,30,289830.0,52169.4,0.0,341999.4,228450.0,61380.0,On Time,0,10.0,False
ORD-001264,CUS-0074,2026-02-22,2026-02-26,2026-02-24,2026-02-25,Delivered,Tender,30,1280438.75,230478.98,0.0,1510917.73,934750.0,345688.75,On Time,0,3.0,False
ORD-001265,CUS-0117,2025-11-24,2025-12-06,2025-11-28,2025-12-01,Delivered,Phone / WhatsApp,30,505856.25,91054.12,0.0,596910.38,376050.0,129806.25,On Time,0,7.0,False
ORD-001266,CUS-0064,2026-02-16,2026-02-20,2026-02-22,2026-02-27,Delivered,Corporate Account,30,3063922.5,551506.05,0.0,3615428.55,2386700.0,677222.5,Delayed,7,11.0,False
ORD-001267,CUS-0016,2025-09-02,2025-09-06,2025-09-06,2025-09-08,Delivered,Phone / WhatsApp,45,862810.0,155305.8,0.0,1018115.8,616600.0,246210.0,Delayed,2,6.0,False
ORD-001268,CUS-0093,2025-10-05,2025-10-14,2025-10-11,2025-10-16,Delivered,Direct Sales,30,216418.75,38955.38,0.0,255374.12,164900.0,51518.75,Delayed,2,11.0,False
ORD-001269,CUS-0010,2026-05-03,2026-05-16,2026-05-04,2026-05-06,Delivered,Tender,30,1008025.0,181444.5,0.0,1189469.5,725850.0,282175.0,On Time,0,3.0,False
ORD-001270,CUS-0056,2025-11-11,2025-11-21,2025-11-16,2025-11-17,Delivered,Direct Sales,45,229261.25,41267.03,0.0,270528.28,171650.0,57611.25,On Time,0,6.0,False
ORD-001271,CUS-0021,2026-07-05,2026-07-12,,,Pending,Corporate Account,30,962400.0,173232.0,0.0,1135632.0,705900.0,256500.0,Overdue Open Order,51,,True
ORD-001272,CUS-0059,2026-04-13,2026-04-22,2026-04-18,2026-04-20,Delivered,Website,30,219608.75,39529.57,0.0,259138.33,157000.0,62608.75,On Time,0,7.0,False
ORD-001273,CUS-0115,2025-05-11,2025-05-17,2025-05-17,2025-05-19,Delivered,Website,30,1619271.25,291468.83,0.0,1910740.07,1225750.0,393521.25,Delayed,2,8.0,False
ORD-001274,CUS-0115,2025-08-08,2025-08-17,,,Processing,Direct Sales,30,1175206.25,211537.12,0.0,1386743.38,833450.0,341756.25,Overdue Open Order,380,,True
ORD-001275,CUS-0077,2026-03-26,2026-04-08,2026-04-01,2026-04-04,Delivered,Direct Sales,15,103415.0,18614.7,0.0,122029.7,65400.0,38015.0,On Time,0,9.0,False
ORD-001276,CUS-0113,2025-11-21,2025-12-02,2025-11-23,2025-11-24,Delivered,Direct Sales,60,799393.75,143890.88,0.0,943284.62,582300.0,217093.75,On Time,0,3.0,False
ORD-001277,CUS-0089,2025-03-04,2025-03-18,,,Processing,Direct Sales,45,1560341.25,280861.42,0.0,1841202.68,1118600.0,441741.25,Overdue Open Order,532,,True
ORD-001278,CUS-0037,2025-11-19,2025-12-04,2025-11-26,2025-12-01,Delivered,Phone / WhatsApp,30,1151040.0,207187.2,0.0,1358227.2,884950.0,266090.0,On Time,0,12.0,False
ORD-001279,CUS-0053,2026-01-26,2026-02-10,2026-01-31,2026-02-04,Delivered,Direct Sales,45,358800.0,64584.0,0.0,423384.0,253200.0,105600.0,On Time,0,9.0,False
ORD-001280,CUS-0076,2025-08-26,2025-09-04,2025-08-29,2025-09-02,Delivered,Direct Sales,45,1660035.0,298806.3,0.0,1958841.3,1194800.0,465235.0,On Time,0,7.0,False
ORD-001281,CUS-0104,2026-07-22,2026-07-28,2026-07-23,2026-07-28,Delivered,Corporate Account,30,878085.0,158055.3,0.0,1036140.3,672000.0,206085.0,On Time,0,6.0,False
ORD-001282,CUS-0042,2025-08-09,2025-08-14,2025-08-11,2025-08-15,Partially Returned,Website,30,334350.0,60183.0,0.0,394533.0,250800.0,83550.0,Delayed,1,6.0,False
ORD-001283,CUS-0114,2026-05-16,2026-05-28,2026-05-17,2026-05-21,Delivered,Direct Sales,15,575542.5,103597.65,0.0,679140.15,409200.0,166342.5,On Time,0,5.0,False
ORD-001284,CUS-0098,2026-06-15,2026-06-20,2026-06-19,2026-06-23,Delivered,Corporate Account,45,998785.0,179781.3,0.0,1178566.3,658200.0,340585.0,Delayed,3,8.0,False
ORD-001285,CUS-0115,2025-12-17,2026-01-01,,,Pending,Corporate Account,30,1327517.5,238953.15,0.0,1566470.65,1045150.0,282367.5,Overdue Open Order,243,,True
ORD-001286,CUS-0107,2026-07-13,2026-07-26,,,Processing,Website,15,358787.5,64581.75,0.0,423369.25,268550.0,90237.5,Overdue Open Order,37,,True
ORD-001287,CUS-0080,2025-04-21,2025-04-30,2025-04-23,2025-04-24,Delivered,Direct Sales,30,2280.0,410.4,2000.0,4690.4,1300.0,980.0,On Time,0,3.0,False
ORD-001288,CUS-0090,2025-11-04,2025-11-19,2025-11-06,2025-11-08,Delivered,Direct Sales,30,521075.0,93793.5,0.0,614868.5,347300.0,173775.0,On Time,0,4.0,False
ORD-001289,CUS-0100,2025-04-25,2025-05-02,2025-04-28,2025-05-03,Delivered,Phone / WhatsApp,45,48600.0,8748.0,2000.0,59348.0,39300.0,9300.0,Delayed,1,8.0,False
ORD-001290,CUS-0102,2025-11-14,2025-11-26,2025-11-16,2025-11-18,Delivered,Website,45,474406.25,85393.12,0.0,559799.38,349850.0,124556.25,On Time,0,4.0,False
ORD-001291,CUS-0001,2026-01-08,2026-01-18,2026-01-15,2026-01-18,Delivered,Website,45,896447.5,161360.55,0.0,1057808.05,606550.0,289897.5,On Time,0,10.0,False
ORD-001292,CUS-0116,2025-08-21,2025-08-31,2025-08-22,2025-08-26,Delivered,Tender,30,550850.0,99153.0,0.0,650003.0,366200.0,184650.0,On Time,0,5.0,False
ORD-001293,CUS-0031,2026-07-29,2026-08-13,2026-08-03,2026-08-05,Delivered,Direct Sales,30,238960.0,43012.8,0.0,281972.8,176500.0,62460.0,On Time,0,7.0,False
ORD-001294,CUS-0005,2026-05-04,2026-05-11,2026-05-08,2026-05-10,Delivered,Phone / WhatsApp,30,1222645.0,220076.1,0.0,1442721.1,936700.0,285945.0,On Time,0,6.0,False
ORD-001295,CUS-0056,2025-05-13,2025-05-27,2025-05-19,2025-05-23,Delivered,Corporate Account,45,2011850.0,362133.0,0.0,2373983.0,1552500.0,459350.0,On Time,0,10.0,False
ORD-001296,CUS-0096,2026-07-09,2026-07-23,2026-07-10,2026-07-11,Delivered,Direct Sales,30,2991325.0,538438.5,0.0,3529763.5,2252550.0,738775.0,On Time,0,2.0,False
ORD-001297,CUS-0048,2026-03-23,2026-04-05,2026-03-30,2026-03-31,Delivered,Direct Sales,30,1099900.0,197982.0,0.0,1297882.0,813800.0,286100.0,On Time,0,8.0,False
ORD-001298,CUS-0049,2026-07-15,2026-07-29,2026-07-16,2026-07-20,Delivered,Phone / WhatsApp,45,2865228.75,515741.17,0.0,3380969.92,2264450.0,600778.75,On Time,0,5.0,False
ORD-001299,CUS-0050,2026-02-23,2026-03-04,2026-02-24,2026-02-28,Delivered,Direct Sales,60,1184190.0,213154.2,0.0,1397344.2,786100.0,398090.0,On Time,0,5.0,False
ORD-001300,CUS-0080,2026-07-23,2026-08-02,2026-07-25,2026-07-26,Delivered,Tender,30,921928.75,165947.17,0.0,1087875.93,688700.0,233228.75,On Time,0,3.0,False
ORD-001301,CUS-0002,2026-04-05,2026-04-16,2026-04-06,2026-04-11,Delivered,Direct Sales,60,394520.0,71013.6,0.0,465533.6,281400.0,113120.0,On Time,0,6.0,False
ORD-001302,CUS-0003,2025-09-07,2025-09-17,2025-09-08,2025-09-09,Delivered,Tender,15,1376322.5,247738.05,0.0,1624060.55,1154900.0,221422.5,On Time,0,2.0,False
ORD-001303,CUS-0039,2026-04-26,2026-05-01,2026-05-02,2026-05-05,Delivered,Direct Sales,30,1384381.25,249188.62,0.0,1633569.88,1019700.0,364681.25,Delayed,4,9.0,False
ORD-001304,CUS-0055,2025-12-05,2025-12-14,2025-12-08,,Shipped,Corporate Account,60,1095480.0,197186.4,0.0,1292666.4,782750.0,312730.0,Overdue Open Order,261,,True
ORD-001305,CUS-0078,2026-07-25,2026-08-09,2026-07-30,2026-08-04,Returned,Corporate Account,15,14040.0,2527.2,2500.0,19067.2,8450.0,5590.0,On Time,0,10.0,False
ORD-001306,CUS-0103,2025-10-15,2025-10-19,2025-10-22,2025-10-27,Delivered,Corporate Account,30,179550.0,32319.0,0.0,211869.0,142200.0,37350.0,Delayed,8,12.0,False
ORD-001307,CUS-0074,2025-05-13,2025-05-21,2025-05-14,2025-05-18,Delivered,Website,30,3978552.5,716139.45,0.0,4694691.95,2928550.0,1050002.5,On Time,0,5.0,False
ORD-001308,CUS-0113,2025-08-27,2025-09-04,2025-08-28,2025-08-29,Delivered,Phone / WhatsApp,60,2160866.25,388955.92,0.0,2549822.17,1721900.0,438966.25,On Time,0,2.0,False
ORD-001309,CUS-0043,2026-03-09,2026-03-15,2026-03-10,2026-03-13,Delivered,Phone / WhatsApp,45,2345275.0,422149.5,0.0,2767424.5,1802400.0,542875.0,On Time,0,4.0,False
ORD-001310,CUS-0045,2026-03-11,2026-03-23,2026-03-15,2026-03-20,Delivered,Direct Sales,60,1914030.0,344525.4,0.0,2258555.4,1338350.0,575680.0,On Time,0,9.0,False
ORD-001311,CUS-0083,2025-09-15,2025-09-23,,,Pending,Direct Sales,30,788120.0,141861.6,0.0,929981.6,596750.0,191370.0,Overdue Open Order,343,,True
ORD-001312,CUS-0064,2025-03-04,2025-03-08,2025-03-10,2025-03-14,Delivered,Direct Sales,30,804290.0,144772.2,0.0,949062.2,571800.0,232490.0,Delayed,6,10.0,False
ORD-001313,CUS-0065,2026-02-17,2026-03-02,2026-02-21,2026-02-24,Partially Returned,Corporate Account,30,43600.0,7848.0,1500.0,52948.0,26800.0,16800.0,On Time,0,7.0,False
ORD-001314,CUS-0096,2025-03-16,2025-03-25,2025-03-22,2025-03-25,Delivered,Direct Sales,30,1680630.0,302513.4,0.0,1983143.4,1150750.0,529880.0,On Time,0,9.0,False
ORD-001315,CUS-0113,2025-05-06,2025-05-18,2025-05-11,2025-05-13,Delivered,Corporate Account,60,472067.5,84972.15,0.0,557039.65,350350.0,121717.5,On Time,0,7.0,False
ORD-001316,CUS-0071,2025-08-24,2025-09-05,,,Confirmed,Corporate Account,30,192017.5,34563.15,0.0,226580.65,142150.0,49867.5,Overdue Open Order,361,,True
ORD-001317,CUS-0117,2025-10-13,2025-10-24,2025-10-18,,Shipped,Corporate Account,30,1350300.0,243054.0,0.0,1593354.0,1047250.0,303050.0,Overdue Open Order,312,,True
ORD-001318,CUS-0044,2025-07-23,2025-08-05,2025-07-29,2025-07-31,Delivered,Direct Sales,60,1041120.0,187401.6,0.0,1228521.6,773800.0,267320.0,On Time,0,8.0,False
ORD-001319,CUS-0044,2025-03-02,2025-03-10,2025-03-09,2025-03-13,Delivered,Direct Sales,60,2886772.5,519619.05,0.0,3406391.55,2091250.0,795522.5,Delayed,3,11.0,False
ORD-001320,CUS-0054,2026-02-16,2026-02-24,2026-02-21,2026-02-25,Delivered,Direct Sales,15,327548.75,58958.78,0.0,386507.53,243450.0,84098.75,Delayed,1,9.0,False
ORD-001321,CUS-0070,2026-04-05,2026-04-19,2026-04-09,2026-04-12,Delivered,Website,15,656057.5,118090.35,0.0,774147.85,473600.0,182457.5,On Time,0,7.0,False
ORD-001322,CUS-0103,2025-05-27,2025-06-03,2025-05-29,2025-05-31,Delivered,Phone / WhatsApp,30,1689117.5,304041.15,0.0,1993158.65,1209550.0,479567.5,On Time,0,4.0,False
ORD-001323,CUS-0076,2026-02-16,2026-02-28,2026-02-19,2026-02-24,Delivered,Corporate Account,45,1481050.0,266589.0,0.0,1747639.0,1237200.0,243850.0,On Time,0,8.0,False
ORD-001324,CUS-0061,2026-02-11,2026-02-23,2026-02-14,2026-02-15,Delivered,Website,30,142878.75,25718.17,0.0,168596.92,104550.0,38328.75,On Time,0,4.0,False
ORD-001325,CUS-0060,2025-04-24,2025-05-03,2025-05-01,2025-05-02,Delivered,Corporate Account,15,457170.0,82290.6,0.0,539460.6,357000.0,100170.0,On Time,0,8.0,False
ORD-001326,CUS-0046,2026-07-25,2026-08-04,2026-07-30,2026-08-02,Delivered,Tender,60,505625.0,91012.5,0.0,596637.5,380100.0,125525.0,On Time,0,8.0,False
ORD-001327,CUS-0046,2025-10-09,2025-10-19,,,Confirmed,Tender,60,1124786.25,202461.52,0.0,1327247.77,861250.0,263536.25,Overdue Open Order,317,,True
ORD-001328,CUS-0003,2025-05-27,2025-06-08,2025-06-02,2025-06-05,Returned,Website,15,2590.0,466.2,2000.0,5056.2,1650.0,940.0,On Time,0,9.0,False
ORD-001329,CUS-0053,2025-06-15,2025-06-27,2025-06-19,2025-06-20,Delivered,Phone / WhatsApp,45,808041.25,145447.42,0.0,953488.68,635450.0,172591.25,On Time,0,5.0,False
ORD-001330,CUS-0063,2025-08-05,2025-08-20,2025-08-09,2025-08-13,Delivered,Corporate Account,30,288630.0,51953.4,0.0,340583.4,229400.0,59230.0,On Time,0,8.0,False
ORD-001331,CUS-0094,2026-05-18,2026-05-31,2026-05-24,,Shipped,Tender,45,1649882.5,296978.85,0.0,1946861.35,1305150.0,344732.5,Overdue Open Order,93,,True
ORD-001332,CUS-0036,2026-07-06,2026-07-20,2026-07-11,2026-07-12,Delivered,Direct Sales,45,1714261.25,308567.02,0.0,2022828.27,1217650.0,496611.25,On Time,0,6.0,False
ORD-001333,CUS-0044,2025-05-03,2025-05-13,2025-05-07,2025-05-11,Delivered,Website,60,6520942.5,1173769.65,0.0,7694712.15,5480050.0,1040892.5,On Time,0,8.0,False
ORD-001334,CUS-0037,2026-03-11,2026-03-25,2026-03-12,2026-03-14,Delivered,Website,30,1080963.75,194573.48,0.0,1275537.23,791750.0,289213.75,On Time,0,3.0,False
ORD-001335,CUS-0092,2025-07-24,2025-08-07,2025-07-27,2025-08-01,Delivered,Phone / WhatsApp,30,130275.0,23449.5,0.0,153724.5,90900.0,39375.0,On Time,0,8.0,False
ORD-001336,CUS-0044,2025-04-19,2025-04-27,2025-04-20,2025-04-24,Delivered,Corporate Account,60,2336850.0,420633.0,0.0,2757483.0,1705800.0,631050.0,On Time,0,5.0,False
ORD-001337,CUS-0068,2025-11-13,2025-11-26,2025-11-18,2025-11-22,Delivered,Corporate Account,30,214087.5,38535.75,0.0,252623.25,143400.0,70687.5,On Time,0,9.0,False
ORD-001338,CUS-0113,2026-03-08,2026-03-12,2026-03-14,2026-03-17,Returned,Direct Sales,60,6098648.75,1097756.77,0.0,7196405.53,4509800.0,1588848.75,Delayed,5,9.0,False
ORD-001339,CUS-0090,2026-08-06,2026-08-17,2026-08-13,2026-08-16,Delivered,Direct Sales,30,953447.5,171620.55,0.0,1125068.05,727000.0,226447.5,On Time,0,10.0,False
ORD-001340,CUS-0056,2025-03-10,2025-03-25,,,Processing,Website,45,241500.0,43470.0,0.0,284970.0,165900.0,75600.0,Overdue Open Order,525,,True
ORD-001341,CUS-0117,2025-10-01,2025-10-08,2025-10-02,2025-10-04,Delivered,Corporate Account,30,1511357.5,272044.35,0.0,1783401.85,1294700.0,216657.5,On Time,0,3.0,False
ORD-001342,CUS-0011,2025-08-16,2025-08-20,2025-08-17,2025-08-20,Delivered,Direct Sales,60,4794962.5,863093.25,0.0,5658055.75,4247100.0,547862.5,On Time,0,4.0,False
ORD-001343,CUS-0018,2025-04-05,2025-04-20,2025-04-10,2025-04-11,Delivered,Direct Sales,30,106760.0,19216.8,0.0,125976.8,71600.0,35160.0,On Time,0,6.0,False
ORD-001344,CUS-0096,2025-06-27,2025-07-11,2025-07-01,2025-07-03,Delivered,Website,30,2329760.0,419356.8,0.0,2749116.8,1721000.0,608760.0,On Time,0,6.0,False
ORD-001345,CUS-0060,2025-04-03,2025-04-16,2025-04-10,2025-04-12,Delivered,Corporate Account,15,171325.0,30838.5,0.0,202163.5,149250.0,22075.0,On Time,0,9.0,False
ORD-001346,CUS-0035,2026-08-18,2026-09-02,2026-08-21,2026-08-22,Delivered,Website,30,1969502.5,354510.45,0.0,2324012.95,1502550.0,466952.5,On Time,0,4.0,False
ORD-001347,CUS-0074,2025-05-20,2025-05-25,2025-05-24,2025-05-27,Delivered,Website,30,9614260.0,1730566.8,0.0,11344826.8,7657200.0,1957060.0,Delayed,2,7.0,False
ORD-001348,CUS-0045,2026-08-12,2026-08-16,,,Processing,Direct Sales,60,637897.5,114821.55,0.0,752719.05,452350.0,185547.5,Overdue Open Order,16,,True
ORD-001349,CUS-0002,2025-06-09,2025-06-23,2025-06-13,2025-06-17,Delivered,Direct Sales,60,7719848.75,1389572.77,0.0,9109421.53,6322000.0,1397848.75,On Time,0,8.0,False
ORD-001350,CUS-0056,2026-04-26,2026-05-07,2026-04-29,2026-05-03,Delivered,Corporate Account,45,636455.0,114561.9,0.0,751016.9,467300.0,169155.0,On Time,0,7.0,False
ORD-001351,CUS-0036,2025-08-28,2025-09-06,,,Cancelled,Corporate Account,45,2398515.0,431732.7,0.0,2830247.7,1825300.0,573215.0,Cancelled,0,,False
ORD-001352,CUS-0064,2025-10-05,2025-10-12,2025-10-11,2025-10-14,Delivered,Direct Sales,30,904042.5,162727.65,0.0,1066770.15,642450.0,261592.5,Delayed,2,9.0,False
ORD-001353,CUS-0074,2026-07-15,2026-07-28,,,Confirmed,Corporate Account,30,1174386.25,211389.52,0.0,1385775.77,796650.0,377736.25,Overdue Open Order,35,,True
ORD-001354,CUS-0035,2025-10-11,2025-10-19,2025-10-16,2025-10-19,Delivered,Website,30,2497277.5,449509.95,0.0,2946787.45,1909850.0,587427.5,On Time,0,8.0,False
ORD-001355,CUS-0058,2025-03-16,2025-03-28,2025-03-17,2025-03-21,Delivered,Direct Sales,45,163875.0,29497.5,0.0,193372.5,118500.0,45375.0,On Time,0,5.0,False
ORD-001356,CUS-0062,2025-11-21,2025-12-05,2025-11-28,2025-11-29,Delivered,Direct Sales,45,1314862.5,236675.25,0.0,1551537.75,993250.0,321612.5,On Time,0,8.0,False
ORD-001357,CUS-0107,2025-09-28,2025-10-10,2025-10-03,,Shipped,Corporate Account,15,94635.0,17034.3,2500.0,114169.3,66000.0,28635.0,Overdue Open Order,326,,True
ORD-001358,CUS-0074,2025-11-02,2025-11-06,2025-11-06,,Shipped,Tender,30,953663.75,171659.48,0.0,1125323.23,713050.0,240613.75,Overdue Open Order,299,,True
ORD-001359,CUS-0004,2026-07-15,2026-07-21,2026-07-19,2026-07-22,Delivered,Phone / WhatsApp,30,672875.0,121117.5,0.0,793992.5,522300.0,150575.0,Delayed,1,7.0,False
ORD-001360,CUS-0044,2026-03-15,2026-03-30,2026-03-21,2026-03-24,Delivered,Direct Sales,60,5627977.5,1013035.95,0.0,6641013.45,4486100.0,1141877.5,On Time,0,9.0,False
ORD-001361,CUS-0095,2025-06-01,2025-06-09,,,Cancelled,Website,45,2112383.75,380229.08,0.0,2492612.83,1614150.0,498233.75,Cancelled,0,,False
ORD-001362,CUS-0115,2026-07-28,2026-08-01,2026-07-29,2026-08-02,Delivered,Corporate Account,30,10640.0,1915.2,2000.0,14555.2,6600.0,4040.0,Delayed,1,5.0,False
ORD-001363,CUS-0053,2025-04-19,2025-04-25,2025-04-21,2025-04-26,Delivered,Direct Sales,45,954446.25,171800.32,0.0,1126246.57,668750.0,285696.25,Delayed,1,7.0,False
ORD-001364,CUS-0089,2025-06-23,2025-06-28,,,Cancelled,Website,45,1752580.0,315464.4,0.0,2068044.4,1318550.0,434030.0,Cancelled,0,,False
ORD-001365,CUS-0059,2026-05-15,2026-05-28,2026-05-20,2026-05-23,Delivered,Corporate Account,30,733135.0,131964.3,0.0,865099.3,573200.0,159935.0,On Time,0,8.0,False
ORD-001366,CUS-0056,2026-01-30,2026-02-07,,,Confirmed,Corporate Account,45,1207892.5,217420.65,0.0,1425313.15,873500.0,334392.5,Overdue Open Order,206,,True
ORD-001367,CUS-0095,2026-02-09,2026-02-20,2026-02-10,,Shipped,Website,45,2938575.0,528943.5,0.0,3467518.5,2164950.0,773625.0,Overdue Open Order,193,,True
ORD-001368,CUS-0039,2025-11-29,2025-12-07,2025-12-06,,Shipped,Corporate Account,30,876811.25,157826.02,0.0,1034637.28,698000.0,178811.25,Overdue Open Order,268,,True
ORD-001369,CUS-0011,2025-11-05,2025-11-11,2025-11-09,2025-11-11,Delivered,Corporate Account,60,1786415.0,321554.7,0.0,2107969.7,1360950.0,425465.0,On Time,0,6.0,False
ORD-001370,CUS-0100,2026-08-26,2026-09-05,2026-09-01,2026-09-01,Delivered,Corporate Account,45,442333.75,79620.07,0.0,521953.83,313900.0,128433.75,On Time,0,6.0,False
ORD-001371,CUS-0007,2025-06-22,2025-06-29,,,Confirmed,Tender,15,86307.5,15535.35,2500.0,104342.85,63750.0,22557.5,Overdue Open Order,429,,True
ORD-001372,CUS-0008,2026-05-09,2026-05-24,2026-05-14,2026-05-17,Delivered,Phone / WhatsApp,45,1606391.25,289150.42,0.0,1895541.68,1248400.0,357991.25,On Time,0,8.0,False
ORD-001373,CUS-0014,2025-09-15,2025-09-19,,,Cancelled,Website,45,473553.75,85239.68,0.0,558793.43,368550.0,105003.75,Cancelled,0,,False
ORD-001374,CUS-0039,2026-07-10,2026-07-21,2026-07-15,2026-07-18,Delivered,Website,30,728675.0,131161.5,0.0,859836.5,514900.0,213775.0,On Time,0,8.0,False
ORD-001375,CUS-0075,2025-06-13,2025-06-23,2025-06-18,2025-06-20,Delivered,Phone / WhatsApp,30,4261002.5,766980.45,0.0,5027982.95,3073350.0,1187652.5,On Time,0,7.0,False
ORD-001376,CUS-0075,2026-05-08,2026-05-15,2026-05-12,2026-05-16,Delivered,Phone / WhatsApp,30,643237.5,115782.75,0.0,759020.25,452050.0,191187.5,Delayed,1,8.0,False
ORD-001377,CUS-0044,2025-04-22,2025-05-02,,,Confirmed,Direct Sales,60,1059536.25,190716.52,0.0,1250252.77,753450.0,306086.25,Overdue Open Order,487,,True
ORD-001378,CUS-0097,2025-04-09,2025-04-19,2025-04-10,2025-04-15,Delivered,Corporate Account,45,4627440.0,832939.2,0.0,5460379.2,3690600.0,936840.0,On Time,0,6.0,False
ORD-001379,CUS-0076,2025-07-09,2025-07-22,2025-07-12,2025-07-16,Delivered,Direct Sales,45,2542063.75,457571.47,0.0,2999635.23,1933350.0,608713.75,On Time,0,7.0,False
ORD-001380,CUS-0100,2025-09-14,2025-09-21,2025-09-15,2025-09-16,Delivered,Tender,45,1576237.5,283722.75,0.0,1859960.25,1154800.0,421437.5,On Time,0,2.0,False
ORD-001381,CUS-0017,2025-11-06,2025-11-18,2025-11-13,2025-11-16,Delivered,Tender,30,603220.0,108579.6,0.0,711799.6,471350.0,131870.0,On Time,0,10.0,False
ORD-001382,CUS-0074,2026-01-30,2026-02-06,2026-02-04,,Shipped,Corporate Account,30,1559762.5,280757.25,0.0,1840519.75,1142950.0,416812.5,Overdue Open Order,207,,True
ORD-001383,CUS-0096,2025-09-08,2025-09-14,2025-09-14,2025-09-19,Delivered,Direct Sales,30,1480432.5,266477.85,0.0,1746910.35,1091450.0,388982.5,Delayed,5,11.0,False
ORD-001384,CUS-0021,2026-06-13,2026-06-17,2026-06-17,2026-06-21,Delivered,Tender,30,2092861.25,376715.02,0.0,2469576.27,1764400.0,328461.25,Delayed,4,8.0,False
ORD-001385,CUS-0113,2026-07-01,2026-07-16,2026-07-06,2026-07-09,Delivered,Website,60,598412.5,107714.25,0.0,706126.75,403450.0,194962.5,On Time,0,8.0,False
ORD-001386,CUS-0042,2026-03-29,2026-04-03,2026-04-04,2026-04-07,Delivered,Direct Sales,30,317345.0,57122.1,0.0,374467.1,253150.0,64195.0,Delayed,4,9.0,False
ORD-001387,CUS-0063,2025-07-18,2025-07-25,,,Pending,Corporate Account,30,501325.0,90238.5,0.0,591563.5,378650.0,122675.0,Overdue Open Order,403,,True
ORD-001388,CUS-0045,2026-03-03,2026-03-11,2026-03-04,2026-03-06,Returned,Direct Sales,60,385661.25,69419.02,0.0,455080.28,265600.0,120061.25,On Time,0,3.0,False
ORD-001389,CUS-0065,2025-06-16,2025-06-27,2025-06-20,2025-06-25,Delivered,Direct Sales,30,267602.5,48168.45,0.0,315770.95,210200.0,57402.5,On Time,0,9.0,False
ORD-001390,CUS-0038,2026-08-22,2026-09-06,2026-08-28,,Shipped,Direct Sales,45,3290901.25,592362.22,0.0,3883263.48,2714550.0,576351.25,Open - Within Promise,0,,False
ORD-001391,CUS-0014,2026-04-24,2026-05-04,2026-04-25,2026-04-28,Delivered,Phone / WhatsApp,45,401280.0,72230.4,0.0,473510.4,304800.0,96480.0,On Time,0,4.0,False
ORD-001392,CUS-0089,2026-06-08,2026-06-13,2026-06-13,2026-06-17,Delivered,Corporate Account,45,994802.5,179064.45,0.0,1173866.95,746200.0,248602.5,Delayed,4,9.0,False
ORD-001393,CUS-0052,2025-10-29,2025-11-05,2025-10-31,2025-11-03,Delivered,Tender,45,1417005.0,255060.9,0.0,1672065.9,1089950.0,327055.0,On Time,0,5.0,False
ORD-001394,CUS-0118,2025-08-30,2025-09-09,2025-09-01,,Shipped,Phone / WhatsApp,30,1204095.0,216737.1,0.0,1420832.1,914150.0,289945.0,Overdue Open Order,357,,True
ORD-001395,CUS-0069,2025-10-09,2025-10-18,2025-10-15,,Shipped,Tender,30,519060.0,93430.8,0.0,612490.8,379450.0,139610.0,Overdue Open Order,318,,True
ORD-001396,CUS-0093,2025-03-21,2025-03-29,2025-03-26,2025-03-30,Delivered,Direct Sales,30,127005.0,22860.9,0.0,149865.9,91100.0,35905.0,Delayed,1,9.0,False
ORD-001397,CUS-0118,2025-12-16,2025-12-23,2025-12-22,2025-12-27,Delivered,Phone / WhatsApp,30,450881.25,81158.62,0.0,532039.88,363600.0,87281.25,Delayed,4,11.0,False
