payment_id,invoice_id,order_id,customer_id,payment_date,payment_method,payment_amount
PAY-0001569,INV-001109,ORD-001471,CUS-0066,2026-03-05,Online Transfer,124869.36
PAY-0001570,INV-001109,ORD-001471,CUS-0066,2026-06-06,Online Transfer,223048.44
PAY-0001571,INV-001109,ORD-001471,CUS-0066,2026-08-04,Cheque,400324.63
PAY-0001572,INV-001110,ORD-001472,CUS-0017,2026-08-11,Cheque,24759.29
PAY-0001573,INV-001110,ORD-001472,CUS-0017,2026-08-31,Bank Transfer,5088.71
PAY-0001574,INV-001111,ORD-001474,CUS-0092,2025-04-10,Online Transfer,445037.0
PAY-0001575,INV-001112,ORD-001475,CUS-0097,2026-03-15,Bank Transfer,118161.63
PAY-0001576,INV-001112,ORD-001475,CUS-0097,2026-06-02,Bank Transfer,993138.77
PAY-0001577,INV-001113,ORD-001476,CUS-0095,2026-06-30,Online Transfer,3091875.83
PAY-0001578,INV-001114,ORD-001478,CUS-0009,2026-05-08,Bank Transfer,371930.1
PAY-0001579,INV-001115,ORD-001481,CUS-0024,2026-06-03,Online Transfer,84899.92
PAY-0001580,INV-001115,ORD-001481,CUS-0024,2026-07-09,Cheque,69693.36
PAY-0001581,INV-001115,ORD-001481,CUS-0024,2026-08-22,Bank Transfer,1010630.17
PAY-0001582,INV-001116,ORD-001484,CUS-0053,2026-01-25,Bank Transfer,900410.6
PAY-0001583,INV-001116,ORD-001484,CUS-0053,2026-02-20,Bank Transfer,40158.55
PAY-0001584,INV-001117,ORD-001486,CUS-0048,2026-07-03,Cheque,2822652.92
PAY-0001585,INV-001118,ORD-001487,CUS-0080,2026-08-04,Cheque,123908.85
PAY-0001586,INV-001119,ORD-001489,CUS-0035,2026-07-21,Bank Transfer,3448277.12
PAY-0001587,INV-001120,ORD-001490,CUS-0002,2025-12-05,Bank Transfer,3461745.35
PAY-0001588,INV-001121,ORD-001491,CUS-0074,2026-02-25,Bank Transfer,568887.67
PAY-0001589,INV-001121,ORD-001491,CUS-0074,2026-07-19,Bank Transfer,1944633.28
PAY-0001590,INV-001122,ORD-001492,CUS-0017,2025-08-10,Bank Transfer,23209.0
PAY-0001591,INV-001123,ORD-001494,CUS-0008,2026-08-25,Online Transfer,1615024.7
PAY-0001592,INV-001124,ORD-001495,CUS-0104,2026-08-07,Online Transfer,529159.2
PAY-0001593,INV-001125,ORD-001496,CUS-0117,2026-06-04,Cheque,1513335.25
PAY-0001594,INV-001126,ORD-001497,CUS-0115,2026-05-04,Cheque,3618963.22
PAY-0001595,INV-001126,ORD-001497,CUS-0115,2026-08-26,Online Transfer,248654.93
PAY-0001596,INV-001127,ORD-001498,CUS-0014,2025-10-03,Bank Transfer,65388.1
PAY-0001597,INV-001128,ORD-001500,CUS-0079,2026-05-29,Cheque,142933.4
PAY-0001598,INV-001129,ORD-001503,CUS-0039,2025-10-21,Bank Transfer,299309.46
PAY-0001599,INV-001129,ORD-001503,CUS-0039,2026-06-12,Cheque,1072229.61
PAY-0001600,INV-001130,ORD-001504,CUS-0008,2026-08-16,Bank Transfer,67631.6
PAY-0001601,INV-001131,ORD-001505,CUS-0105,2026-07-02,Bank Transfer,295272.88
PAY-0001602,INV-001132,ORD-001506,CUS-0056,2026-06-04,Cheque,398242.85
PAY-0001603,INV-001132,ORD-001506,CUS-0056,2026-08-19,Online Transfer,367670.08
PAY-0001604,INV-001133,ORD-001509,CUS-0044,2026-03-02,Bank Transfer,6423679.58
PAY-0001605,INV-001134,ORD-001510,CUS-0001,2025-10-18,Bank Transfer,3476285.9
PAY-0001606,INV-001135,ORD-001511,CUS-0044,2026-09-01,Bank Transfer,543643.7
PAY-0001607,INV-001136,ORD-001512,CUS-0075,2026-07-28,Cheque,110208.82
PAY-0001608,INV-001137,ORD-001513,CUS-0116,2026-05-19,Cheque,232094.2
PAY-0001609,INV-001138,ORD-001515,CUS-0011,2026-02-28,Online Transfer,644424.8
PAY-0001610,INV-001138,ORD-001515,CUS-0011,2026-03-07,Cheque,471719.5
PAY-0001611,INV-001139,ORD-001516,CUS-0081,2025-11-08,Online Transfer,839484.03
PAY-0001612,INV-001139,ORD-001516,CUS-0081,2026-05-15,Bank Transfer,1591790.92
PAY-0001613,INV-001140,ORD-001518,CUS-0104,2025-12-28,Cheque,518601.15
PAY-0001614,INV-001141,ORD-001519,CUS-0068,2025-09-02,Bank Transfer,507684.67
PAY-0001615,INV-001142,ORD-001520,CUS-0065,2026-05-18,Cheque,1322771.15
PAY-0001616,INV-001143,ORD-001522,CUS-0115,2026-08-31,Bank Transfer,139027.09
PAY-0001617,INV-001144,ORD-001523,CUS-0049,2026-02-07,Online Transfer,4975118.95
PAY-0001618,INV-001145,ORD-001524,CUS-0062,2026-08-24,Online Transfer,601481.4
PAY-0001619,INV-001146,ORD-001525,CUS-0045,2026-06-02,Bank Transfer,1874623.39
PAY-0001620,INV-001146,ORD-001525,CUS-0045,2026-07-07,Bank Transfer,2146102.12
PAY-0001621,INV-001146,ORD-001525,CUS-0045,2026-07-21,Cheque,4508867.61
PAY-0001622,INV-001147,ORD-001527,CUS-0036,2026-08-08,Online Transfer,757569.21
PAY-0001623,INV-001147,ORD-001527,CUS-0036,2026-08-31,Cheque,509951.39
PAY-0001624,INV-001148,ORD-001528,CUS-0108,2025-12-26,Online Transfer,206877.6
PAY-0001625,INV-001149,ORD-001530,CUS-0059,2026-07-23,Cheque,1485372.2
PAY-0001626,INV-001150,ORD-001531,CUS-0072,2026-06-07,Cheque,233483.0
PAY-0001627,INV-001150,ORD-001531,CUS-0072,2026-07-18,Bank Transfer,899393.7
PAY-0001628,INV-001151,ORD-001533,CUS-0034,2026-08-31,Cheque,600423.3
PAY-0001629,INV-001152,ORD-001534,CUS-0043,2026-09-01,Bank Transfer,338747.76
PAY-0001630,INV-001153,ORD-001535,CUS-0034,2025-07-24,Cheque,3395615.2
PAY-0001631,INV-001154,ORD-001536,CUS-0108,2026-03-26,Online Transfer,693421.1
PAY-0001632,INV-001155,ORD-001537,CUS-0073,2026-08-17,Bank Transfer,71472.96
PAY-0001633,INV-001155,ORD-001537,CUS-0073,2026-08-28,Bank Transfer,61527.79
PAY-0001634,INV-001156,ORD-001538,CUS-0063,2025-12-15,Cheque,83567.8
PAY-0001635,INV-001156,ORD-001538,CUS-0063,2026-08-19,Cheque,509199.3
PAY-0001636,INV-001157,ORD-001545,CUS-0086,2026-08-14,Online Transfer,156331.35
PAY-0001637,INV-001158,ORD-001546,CUS-0117,2026-06-26,Online Transfer,73623.0
PAY-0001638,INV-001159,ORD-001547,CUS-0081,2026-05-31,Online Transfer,29893.19
PAY-0001639,INV-001159,ORD-001547,CUS-0081,2026-06-15,Online Transfer,710860.85
PAY-0001640,INV-001159,ORD-001547,CUS-0081,2026-06-29,Bank Transfer,234480.56
PAY-0001641,INV-001160,ORD-001548,CUS-0095,2025-11-11,Bank Transfer,956210.88
PAY-0001642,INV-001160,ORD-001548,CUS-0095,2026-08-20,Cash,985235.74
PAY-0001643,INV-001161,ORD-001550,CUS-0089,2026-02-27,Online Transfer,1381444.75
PAY-0001644,INV-001161,ORD-001550,CUS-0089,2026-07-31,Bank Transfer,1560792.54
PAY-0001645,INV-001161,ORD-001550,CUS-0089,2026-08-05,Bank Transfer,515873.66
PAY-0001646,INV-001162,ORD-001551,CUS-0116,2026-07-25,Cheque,735103.3
PAY-0001647,INV-001162,ORD-001551,CUS-0116,2026-08-16,Bank Transfer,238603.2
PAY-0001648,INV-001163,ORD-001554,CUS-0078,2026-08-06,Bank Transfer,168454.92
PAY-0001649,INV-001163,ORD-001554,CUS-0078,2026-08-26,Cheque,427147.13
PAY-0001650,INV-001164,ORD-001555,CUS-0035,2026-06-02,Bank Transfer,445181.99
PAY-0001651,INV-001164,ORD-001555,CUS-0035,2026-06-15,Online Transfer,327945.9
PAY-0001652,INV-001164,ORD-001555,CUS-0035,2026-07-29,Bank Transfer,185472.46
PAY-0001653,INV-001165,ORD-001556,CUS-0100,2026-09-01,Online Transfer,911352.35
PAY-0001654,INV-001166,ORD-001557,CUS-0118,2026-06-12,Bank Transfer,141018.14
PAY-0001655,INV-001166,ORD-001557,CUS-0118,2026-07-08,Bank Transfer,1646785.11
PAY-0001656,INV-001167,ORD-001558,CUS-0013,2026-02-11,Bank Transfer,231528.42
PAY-0001657,INV-001167,ORD-001558,CUS-0013,2026-08-19,Bank Transfer,424419.18
PAY-0001658,INV-001167,ORD-001558,CUS-0013,2026-08-28,Cash,300824.43
PAY-0001659,INV-001168,ORD-001560,CUS-0080,2026-07-12,Online Transfer,433378.6
PAY-0001660,INV-001169,ORD-001561,CUS-0105,2025-07-13,Online Transfer,305463.65
PAY-0001661,INV-001170,ORD-001562,CUS-0079,2025-12-30,Online Transfer,949795.28
PAY-0001662,INV-001171,ORD-001564,CUS-0074,2025-10-03,Bank Transfer,322057.4
PAY-0001663,INV-001172,ORD-001565,CUS-0088,2026-07-28,Bank Transfer,476448.6
PAY-0001664,INV-001173,ORD-001569,CUS-0040,2026-08-01,Bank Transfer,92740.5
PAY-0001665,INV-001174,ORD-001571,CUS-0093,2026-02-16,Bank Transfer,235356.75
PAY-0001666,INV-001175,ORD-001572,CUS-0050,2026-02-09,Bank Transfer,1784161.48
PAY-0001667,INV-001176,ORD-001573,CUS-0074,2026-06-22,Bank Transfer,966375.0
PAY-0001668,INV-001177,ORD-001574,CUS-0035,2025-10-30,Online Transfer,1636606.04
PAY-0001669,INV-001177,ORD-001574,CUS-0035,2026-01-24,Bank Transfer,185264.47
PAY-0001670,INV-001177,ORD-001574,CUS-0035,2026-03-09,Cash,2530942.99
PAY-0001671,INV-001178,ORD-001576,CUS-0034,2026-02-03,Online Transfer,36377.99
PAY-0001672,INV-001178,ORD-001576,CUS-0034,2026-07-22,Cheque,3443555.59
PAY-0001673,INV-001179,ORD-001577,CUS-0034,2026-04-22,Bank Transfer,652389.55
PAY-0001674,INV-001180,ORD-001578,CUS-0055,2026-04-26,Bank Transfer,1328969.1
PAY-0001675,INV-001181,ORD-001579,CUS-0005,2026-07-22,Bank Transfer,723157.66
PAY-0001676,INV-001181,ORD-001579,CUS-0005,2026-07-28,Online Transfer,599460.09
PAY-0001677,INV-001182,ORD-001580,CUS-0053,2026-02-20,Bank Transfer,2657078.27
PAY-0001678,INV-001183,ORD-001581,CUS-0037,2026-06-30,Bank Transfer,916739.47
PAY-0001679,INV-001183,ORD-001581,CUS-0037,2026-07-29,Bank Transfer,448495.46
PAY-0001680,INV-001184,ORD-001582,CUS-0024,2026-02-16,Bank Transfer,222340.05
PAY-0001681,INV-001184,ORD-001582,CUS-0024,2026-08-16,Bank Transfer,15300.15
PAY-0001682,INV-001185,ORD-001583,CUS-0039,2026-08-27,Online Transfer,394814.58
PAY-0001683,INV-001186,ORD-001584,CUS-0036,2026-01-17,Bank Transfer,1546503.27
PAY-0001684,INV-001186,ORD-001584,CUS-0036,2026-08-02,Online Transfer,3379424.43
PAY-0001685,INV-001187,ORD-001586,CUS-0052,2026-06-04,Bank Transfer,184054.27
PAY-0001686,INV-001188,ORD-001587,CUS-0004,2026-07-10,Online Transfer,335830.95
PAY-0001687,INV-001189,ORD-001588,CUS-0045,2026-03-19,Bank Transfer,2181509.89
PAY-0001688,INV-001189,ORD-001588,CUS-0045,2026-06-02,Bank Transfer,114382.19
PAY-0001689,INV-001190,ORD-001589,CUS-0043,2026-07-17,Bank Transfer,1389833.5
PAY-0001690,INV-001191,ORD-001590,CUS-0017,2026-04-15,Online Transfer,55509.92
PAY-0001691,INV-001191,ORD-001590,CUS-0017,2026-08-22,Bank Transfer,598925.46
PAY-0001692,INV-001192,ORD-001591,CUS-0044,2026-03-07,Bank Transfer,676056.26
PAY-0001693,INV-001192,ORD-001591,CUS-0044,2026-07-24,Bank Transfer,300586.96
PAY-0001694,INV-001193,ORD-001592,CUS-0069,2026-06-27,Cheque,841110.98
PAY-0001695,INV-001193,ORD-001592,CUS-0069,2026-08-02,Bank Transfer,152055.2
PAY-0001696,INV-001194,ORD-001593,CUS-0030,2026-02-06,Online Transfer,257269.5
PAY-0001697,INV-001195,ORD-001594,CUS-0081,2026-05-09,Online Transfer,1566691.9
PAY-0001698,INV-001196,ORD-001597,CUS-0074,2026-02-02,Bank Transfer,656705.4
PAY-0001699,INV-001197,ORD-001598,CUS-0083,2026-05-04,Cheque,267293.6
PAY-0001700,INV-001198,ORD-001599,CUS-0041,2026-01-12,Bank Transfer,745638.69
PAY-0001701,INV-001198,ORD-001599,CUS-0041,2026-05-29,Bank Transfer,17682.66
PAY-0001702,INV-001199,ORD-001601,CUS-0082,2026-08-22,Bank Transfer,52206.0
PAY-0001703,INV-001200,ORD-001602,CUS-0055,2026-09-01,Bank Transfer,122367.96
PAY-0001704,INV-001200,ORD-001602,CUS-0055,2026-09-01,Online Transfer,418083.84
PAY-0001705,INV-001201,ORD-001603,CUS-0093,2026-06-08,Bank Transfer,836853.05
PAY-0001706,INV-001202,ORD-001604,CUS-0074,2026-05-27,Online Transfer,882017.86
PAY-0001707,INV-001202,ORD-001604,CUS-0074,2026-08-18,Bank Transfer,478705.04
PAY-0001708,INV-001203,ORD-001606,CUS-0050,2026-08-27,Cash,4636752.47
PAY-0001709,INV-001204,ORD-001608,CUS-0001,2026-04-30,Bank Transfer,243947.63
PAY-0001710,INV-001204,ORD-001608,CUS-0001,2026-06-12,Online Transfer,109466.25
PAY-0001711,INV-001204,ORD-001608,CUS-0001,2026-07-14,Bank Transfer,201824.8
PAY-0001712,INV-001205,ORD-001610,CUS-0039,2026-03-01,Bank Transfer,713756.28
PAY-0001713,INV-001205,ORD-001610,CUS-0039,2026-03-18,Cheque,22882.32
PAY-0001714,INV-001206,ORD-001611,CUS-0037,2026-06-16,Bank Transfer,451202.5
PAY-0001715,INV-001207,ORD-001612,CUS-0050,2026-08-27,Online Transfer,424184.04
PAY-0001716,INV-001208,ORD-001614,CUS-0054,2026-06-01,Bank Transfer,280338.5
PAY-0001717,INV-001209,ORD-001617,CUS-0090,2026-09-01,Cheque,379619.86
PAY-0001718,INV-001210,ORD-001618,CUS-0056,2026-07-22,Bank Transfer,321278.6
PAY-0001719,INV-001211,ORD-001621,CUS-0073,2026-08-20,Online Transfer,406356.6
PAY-0001720,INV-001212,ORD-001625,CUS-0002,2026-03-30,Bank Transfer,1853440.75
PAY-0001721,INV-001213,ORD-001627,CUS-0011,2026-08-06,Online Transfer,1597935.3
PAY-0001722,INV-001214,ORD-001629,CUS-0089,2026-06-29,Cheque,4247985.25
PAY-0001723,INV-001215,ORD-001631,CUS-0108,2026-08-22,Bank Transfer,30268.12
PAY-0001724,INV-001215,ORD-001631,CUS-0108,2026-08-24,Cheque,557292.53
PAY-0001725,INV-001216,ORD-001632,CUS-0069,2026-09-01,Bank Transfer,148973.38
PAY-0001726,INV-001217,ORD-001636,CUS-0013,2026-08-27,Bank Transfer,1705425.98
PAY-0001727,INV-001218,ORD-001637,CUS-0046,2025-11-09,Bank Transfer,651335.43
PAY-0001728,INV-001218,ORD-001637,CUS-0046,2026-07-17,Bank Transfer,2220721.15
PAY-0001729,INV-001219,ORD-001638,CUS-0001,2026-01-07,Cash,140774.4
PAY-0001730,INV-001220,ORD-001639,CUS-0117,2026-04-11,Online Transfer,361529.52
PAY-0001731,INV-001220,ORD-001639,CUS-0117,2026-05-26,Online Transfer,479614.3
PAY-0001732,INV-001221,ORD-001640,CUS-0067,2026-08-07,Online Transfer,4836212.84
PAY-0001733,INV-001221,ORD-001640,CUS-0067,2026-08-21,Online Transfer,2170453.11
PAY-0001734,INV-001222,ORD-001641,CUS-0058,2026-08-30,Cheque,13850.4
PAY-0001735,INV-001223,ORD-001642,CUS-0012,2026-07-23,Bank Transfer,455258.75
PAY-0001736,INV-001224,ORD-001644,CUS-0074,2026-07-19,Cheque,344282.7
PAY-0001737,INV-001225,ORD-001646,CUS-0001,2026-05-25,Bank Transfer,1313616.93
PAY-0001738,INV-001225,ORD-001646,CUS-0001,2026-06-21,Bank Transfer,7224091.64
PAY-0001739,INV-001226,ORD-001647,CUS-0060,2026-06-18,Online Transfer,389872.0
PAY-0001740,INV-001227,ORD-001648,CUS-0002,2026-08-30,Online Transfer,871496.45
PAY-0001741,INV-001228,ORD-001649,CUS-0087,2026-04-05,Cheque,970965.95
PAY-0001742,INV-001229,ORD-001650,CUS-0101,2026-07-28,Bank Transfer,158570.1
PAY-0001743,INV-001230,ORD-001652,CUS-0081,2026-08-24,Online Transfer,330253.23
PAY-0001744,INV-001230,ORD-001652,CUS-0081,2026-08-27,Bank Transfer,1314423.39
PAY-0001745,INV-001231,ORD-001653,CUS-0035,2026-03-13,Bank Transfer,3931313.08
PAY-0001746,INV-001232,ORD-001654,CUS-0047,2026-01-26,Cash,2314109.8
PAY-0001747,INV-001233,ORD-001658,CUS-0080,2026-08-05,Online Transfer,309842.92
PAY-0001748,INV-001234,ORD-001659,CUS-0035,2026-03-18,Bank Transfer,39076.93
PAY-0001749,INV-001234,ORD-001659,CUS-0035,2026-05-08,Bank Transfer,462896.42
PAY-0001750,INV-001234,ORD-001659,CUS-0035,2026-08-30,Bank Transfer,444268.65
PAY-0001751,INV-001235,ORD-001661,CUS-0061,2026-05-15,Online Transfer,278319.22
PAY-0001752,INV-001236,ORD-001662,CUS-0001,2026-08-08,Online Transfer,69548.56
PAY-0001753,INV-001236,ORD-001662,CUS-0001,2026-08-13,Cheque,75314.27
PAY-0001754,INV-001236,ORD-001662,CUS-0001,2026-08-27,Online Transfer,516825.12
PAY-0001755,INV-001237,ORD-001664,CUS-0053,2026-04-10,Cheque,231067.6
PAY-0001756,INV-001238,ORD-001666,CUS-0090,2025-12-05,Online Transfer,2130276.12
PAY-0001757,INV-001239,ORD-001667,CUS-0028,2025-09-09,Bank Transfer,784546.29
PAY-0001758,INV-001239,ORD-001667,CUS-0028,2025-12-18,Bank Transfer,191801.93
PAY-0001759,INV-001240,ORD-001668,CUS-0002,2026-02-23,Bank Transfer,747111.1
PAY-0001760,INV-001241,ORD-001669,CUS-0075,2025-12-07,Cheque,1270890.49
PAY-0001761,INV-001241,ORD-001669,CUS-0075,2026-01-16,Bank Transfer,1074964.26
PAY-0001762,INV-001242,ORD-001671,CUS-0098,2026-08-13,Bank Transfer,173222.52
PAY-0001763,INV-001243,ORD-001672,CUS-0066,2026-07-17,Bank Transfer,92224.25
PAY-0001764,INV-001244,ORD-001674,CUS-0036,2025-09-25,Bank Transfer,111764.88
PAY-0001765,INV-001244,ORD-001674,CUS-0036,2025-10-15,Cheque,657250.84
PAY-0001766,INV-001244,ORD-001674,CUS-0036,2025-12-19,Online Transfer,50485.43
PAY-0001767,INV-001245,ORD-001675,CUS-0069,2025-12-05,Bank Transfer,726840.18
PAY-0001768,INV-001246,ORD-001676,CUS-0110,2026-03-21,Bank Transfer,408870.99
PAY-0001769,INV-001246,ORD-001676,CUS-0110,2026-05-22,Bank Transfer,252697.37
PAY-0001770,INV-001246,ORD-001676,CUS-0110,2026-06-08,Bank Transfer,686817.64
PAY-0001771,INV-001247,ORD-001677,CUS-0083,2026-03-16,Bank Transfer,1396311.7
PAY-0001772,INV-001248,ORD-001678,CUS-0059,2026-06-05,Cheque,124215.7
PAY-0001773,INV-001248,ORD-001678,CUS-0059,2026-08-30,Online Transfer,266199.1
PAY-0001774,INV-001249,ORD-001679,CUS-0096,2025-12-15,Bank Transfer,706671.59
PAY-0001775,INV-001249,ORD-001679,CUS-0096,2026-06-09,Online Transfer,581496.06
PAY-0001776,INV-001250,ORD-001680,CUS-0070,2026-02-05,Online Transfer,301572.6
PAY-0001777,INV-001251,ORD-001681,CUS-0037,2026-08-24,Cheque,140535.0
PAY-0001778,INV-001252,ORD-001682,CUS-0119,2026-07-20,Online Transfer,300065.15
PAY-0001779,INV-001253,ORD-001683,CUS-0088,2026-07-28,Bank Transfer,1440760.82
PAY-0001780,INV-001254,ORD-001684,CUS-0110,2026-02-14,Bank Transfer,468094.46
PAY-0001781,INV-001254,ORD-001684,CUS-0110,2026-08-11,Online Transfer,70758.29
PAY-0001782,INV-001254,ORD-001684,CUS-0110,2026-08-12,Cheque,131033.25
PAY-0001783,INV-001255,ORD-001685,CUS-0115,2025-09-02,Bank Transfer,482428.3
PAY-0001784,INV-001256,ORD-001686,CUS-0095,2026-08-13,Bank Transfer,1255685.85
PAY-0001785,INV-001256,ORD-001686,CUS-0095,2026-08-19,Online Transfer,2553071.51
PAY-0001786,INV-001256,ORD-001686,CUS-0095,2026-08-27,Bank Transfer,988201.06
PAY-0001787,INV-001257,ORD-001687,CUS-0034,2026-01-06,Bank Transfer,7399569.08
PAY-0001788,INV-001258,ORD-001689,CUS-0060,2026-02-15,Online Transfer,408594.17
PAY-0001789,INV-001259,ORD-001690,CUS-0048,2025-04-08,Cheque,38537.93
PAY-0001790,INV-001259,ORD-001690,CUS-0048,2026-07-11,Online Transfer,647587.82
PAY-0001791,INV-001260,ORD-001691,CUS-0081,2026-07-16,Online Transfer,24499.38
PAY-0001792,INV-001260,ORD-001691,CUS-0081,2026-08-03,Online Transfer,437341.46
PAY-0001793,INV-001260,ORD-001691,CUS-0081,2026-08-28,Bank Transfer,188370.87
PAY-0001794,INV-001261,ORD-001692,CUS-0096,2026-04-08,Bank Transfer,355610.7
PAY-0001795,INV-001262,ORD-001693,CUS-0078,2026-03-01,Cheque,77382.8
PAY-0001796,INV-001263,ORD-001694,CUS-0079,2026-08-05,Bank Transfer,30704.55
PAY-0001797,INV-001263,ORD-001694,CUS-0079,2026-08-23,Online Transfer,2424470.49
PAY-0001798,INV-001264,ORD-001696,CUS-0054,2026-08-23,Cheque,387953.03
PAY-0001799,INV-001265,ORD-001698,CUS-0005,2026-07-09,Bank Transfer,4137096.23
PAY-0001800,INV-001266,ORD-001700,CUS-0032,2026-03-14,Bank Transfer,49480.2
PAY-0001801,INV-001267,ORD-001701,CUS-0074,2026-01-30,Bank Transfer,1391810.0
PAY-0001802,INV-001268,ORD-001703,CUS-0094,2025-08-11,Cheque,275549.17
PAY-0001803,INV-001269,ORD-001704,CUS-0071,2026-08-06,Cash,196234.73
PAY-0001804,INV-001269,ORD-001704,CUS-0071,2026-08-23,Cash,700683.27
PAY-0001805,INV-001270,ORD-001705,CUS-0041,2026-07-08,Cheque,4335001.51
PAY-0001806,INV-001270,ORD-001705,CUS-0041,2026-07-17,Bank Transfer,490345.94
PAY-0001807,INV-001271,ORD-001706,CUS-0054,2026-01-13,Cheque,451999.5
PAY-0001808,INV-001271,ORD-001706,CUS-0054,2026-07-18,Bank Transfer,167192.52
PAY-0001809,INV-001272,ORD-001707,CUS-0090,2026-08-11,Bank Transfer,1194921.1
PAY-0001810,INV-001273,ORD-001708,CUS-0016,2026-07-20,Online Transfer,82150.0
PAY-0001811,INV-001274,ORD-001709,CUS-0088,2026-04-18,Bank Transfer,482762.66
PAY-0001812,INV-001274,ORD-001709,CUS-0088,2026-05-09,Bank Transfer,229275.89
PAY-0001813,INV-001275,ORD-001710,CUS-0024,2026-08-26,Bank Transfer,2078466.09
PAY-0001814,INV-001276,ORD-001711,CUS-0064,2026-07-16,Cheque,53692.31
PAY-0001815,INV-001276,ORD-001711,CUS-0064,2026-07-28,Bank Transfer,199196.44
PAY-0001816,INV-001277,ORD-001712,CUS-0039,2026-09-01,Online Transfer,502243.69
PAY-0001817,INV-001278,ORD-001715,CUS-0060,2026-03-08,Bank Transfer,368702.8
PAY-0001818,INV-001279,ORD-001716,CUS-0024,2026-08-07,Bank Transfer,3895939.62
PAY-0001819,INV-001280,ORD-001717,CUS-0033,2026-07-22,Cheque,59140.0
PAY-0001820,INV-001281,ORD-001719,CUS-0048,2026-06-07,Cash,473308.33
PAY-0001821,INV-001282,ORD-001720,CUS-0078,2026-03-16,Bank Transfer,1390082.01
PAY-0001822,INV-001282,ORD-001720,CUS-0078,2026-07-02,Bank Transfer,621965.49
PAY-0001823,INV-001283,ORD-001721,CUS-0074,2026-03-21,Cheque,1375939.0
PAY-0001824,INV-001284,ORD-001722,CUS-0046,2026-02-24,Cheque,6188136.83
PAY-0001825,INV-001285,ORD-001723,CUS-0055,2026-08-15,Bank Transfer,2452890.1
PAY-0001826,INV-001285,ORD-001723,CUS-0055,2026-08-28,Bank Transfer,1952038.1
PAY-0001827,INV-001286,ORD-001725,CUS-0090,2026-04-26,Bank Transfer,675493.95
PAY-0001828,INV-001287,ORD-001728,CUS-0104,2025-05-03,Online Transfer,546699.12
PAY-0001829,INV-001287,ORD-001728,CUS-0104,2026-06-14,Bank Transfer,341607.83
PAY-0001830,INV-001288,ORD-001729,CUS-0034,2026-06-18,Bank Transfer,1649309.6
PAY-0001831,INV-001289,ORD-001730,CUS-0067,2025-12-17,Bank Transfer,101398.95
PAY-0001832,INV-001290,ORD-001732,CUS-0081,2026-08-23,Bank Transfer,617189.91
PAY-0001833,INV-001290,ORD-001732,CUS-0081,2026-08-25,Bank Transfer,1507260.11
PAY-0001834,INV-001291,ORD-001734,CUS-0120,2026-07-26,Online Transfer,8077838.97
PAY-0001835,INV-001292,ORD-001735,CUS-0048,2026-05-16,Online Transfer,628821.46
PAY-0001836,INV-001292,ORD-001735,CUS-0048,2026-08-03,Bank Transfer,36419.76
PAY-0001837,INV-001293,ORD-001736,CUS-0013,2026-04-24,Bank Transfer,265485.25
PAY-0001838,INV-001294,ORD-001738,CUS-0045,2026-07-26,Cheque,413925.12
PAY-0001839,INV-001295,ORD-001740,CUS-0062,2026-08-30,Cheque,1544856.0
PAY-0001840,INV-001296,ORD-001741,CUS-0069,2026-04-19,Online Transfer,380715.53
PAY-0001841,INV-001296,ORD-001741,CUS-0069,2026-07-10,Online Transfer,548045.65
PAY-0001842,INV-001297,ORD-001742,CUS-0063,2026-05-24,Bank Transfer,76969.95
PAY-0001843,INV-001298,ORD-001743,CUS-0046,2026-06-05,Bank Transfer,5831385.95
PAY-0001844,INV-001299,ORD-001744,CUS-0005,2025-11-01,Bank Transfer,570866.05
PAY-0001845,INV-001299,ORD-001744,CUS-0005,2026-01-28,Online Transfer,285426.25
PAY-0001846,INV-001299,ORD-001744,CUS-0005,2026-03-07,Online Transfer,28297.65
PAY-0001847,INV-001300,ORD-001745,CUS-0034,2026-02-08,Bank Transfer,4240492.25
PAY-0001848,INV-001301,ORD-001748,CUS-0092,2026-07-05,Bank Transfer,442362.83
PAY-0001849,INV-001302,ORD-001749,CUS-0038,2026-08-10,Bank Transfer,1923209.73
PAY-0001850,INV-001303,ORD-001750,CUS-0089,2026-05-25,Bank Transfer,2009782.07
PAY-0001851,INV-001304,ORD-001752,CUS-0070,2025-08-14,Bank Transfer,1600970.02
PAY-0001852,INV-001304,ORD-001752,CUS-0070,2026-04-08,Cheque,1210002.38
PAY-0001853,INV-001305,ORD-001753,CUS-0074,2025-10-02,Bank Transfer,604720.5
PAY-0001854,INV-001306,ORD-001754,CUS-0113,2026-04-21,Bank Transfer,4903232.8
PAY-0001855,INV-001306,ORD-001754,CUS-0113,2026-08-02,Bank Transfer,1718012.7
PAY-0001856,INV-001307,ORD-001755,CUS-0102,2026-05-18,Cheque,2709592.7
PAY-0001857,INV-001308,ORD-001756,CUS-0010,2026-04-02,Bank Transfer,927756.69
PAY-0001858,INV-001308,ORD-001756,CUS-0010,2026-08-10,Bank Transfer,91115.78
PAY-0001859,INV-001309,ORD-001758,CUS-0104,2026-08-31,Online Transfer,227617.8
PAY-0001860,INV-001310,ORD-001759,CUS-0095,2026-07-07,Bank Transfer,109373.93
PAY-0001861,INV-001310,ORD-001759,CUS-0095,2026-07-25,Online Transfer,205450.07
PAY-0001862,INV-001311,ORD-001760,CUS-0037,2026-03-12,Bank Transfer,358688.77
PAY-0001863,INV-001311,ORD-001760,CUS-0037,2026-06-03,Bank Transfer,620702.38
